catfish	edible	YES
board	wide	NO
bread	soft	YES
crayon	great	NO
brick	rough	YES
walnut	victorian	NO
dagger	symbolic	NO
zebra	wonderful	NO
oak	brown	YES
groundhog	small	NO
freezer	electrical	YES
rope	strong	NO
nylons	transparent	NO
lettuce	green	NO
flute	thin	YES
machete	sharp	NO
cockroach	brown	NO
cedar	white	NO
shrimp	small	YES
broccoli	green	YES
banjo	twin	NO
leopard	spotted	NO
tape	wrong	NO
peach	white	NO
rifle	long	YES
cougar	brown	NO
faucet	shiny	YES
pipe	upper	NO
bison	unwanted	NO
magazine	colourful	YES
tiger	black	NO
cucumber	cylindrical	YES
robin	small	YES
pillow	decorative	NO
bureau	large	NO
rattlesnake	slender	NO
rice	round	NO
mandarin	tinned	NO
zucchini	perfect	NO
blouse	pretty	NO
bow	dangerous	YES
lemon	citrus	YES
bluejay	upset	NO
grenade	green	NO
trumpet	gold	NO
pillow	soft	YES
raisin	wrinkled	YES
olive	oval	YES
bowl	wobbly	NO
sofa	upholstered	YES
pineapple	tinned	NO
raisin	yellow	NO
pineapple	very	NO
pan	round	YES
napkin	disposable	NO
olive	small	YES
duck	edible	YES
bison	brown	NO
corn	young	NO
bat	scary	NO
pine	white	NO
lemon	small	NO
tank	wrong	NO
turnip	whole	NO
housefly	black	YES
hawk	large	YES
lobster	expensive	YES
banjo	round	YES
fork	sharp	YES
grapefruit	yellow	NO
football	round	NO
chickadee	small	YES
bull	large	YES
missile	dangerous	YES
raspberry	wild	NO
tent	whole	NO
escalator	black	NO
eggplant	transgenic	NO
parsley	edible	YES
tortoise	slow	YES
butterfly	yellow	NO
platypus	male	NO
minnow	relative	NO
nylons	sheer	NO
axe	small	NO
clarinet	long	YES
tank	powerful	YES
sword	unbroken	NO
shrimp	pink	NO
bear	black	NO
cage	small	YES
pig	dirty	YES
grape	small	YES
sardine	such	NO
crossbow	gnomish	NO
tuba	heavy	YES
cap	yellow	NO
magazine	wrong	NO
bookcase	tall	NO
cabbage	white	NO
olive	green	NO
saxophone	gold	NO
cushion	comfortable	YES
skyscraper	large	YES
cage	wide	NO
ashtray	dirty	NO
sledgehammer	metaphorical	NO
plum	small	YES
ruler	rectangular	YES
fawn	cute	YES
beets	juicy	YES
nylons	thin	YES
beans	nutritious	YES
housefly	annoying	NO
hyena	ugly	YES
cow	large	YES
jar	transparent	YES
minnow	edible	YES
hyena	fast	NO
rice	edible	YES
microscope	scientific	YES
oak	weathered	NO
microwave	convenient	YES
tuna	large	NO
lime	juicy	NO
stone	hard	YES
rice	brown	NO
cucumber	long	YES
dresser	surgical	NO
gopher	small	YES
housefly	dirty	YES
lettuce	edible	YES
olive	black	NO
mouse	small	YES
otter	cute	YES
shrimp	edible	YES
pear	green	NO
dolphin	intelligent	YES
seaweed	slimy	YES
level	straight	YES
crane	large	YES
bag	whole	NO
rattlesnake	long	YES
cabbage	smelly	NO
cat	independent	YES
doorknob	round	YES
cauliflower	whole	NO
bear	brown	NO
pig	muddy	YES
broccoli	edible	YES
chandelier	shiny	NO
cedar	smelly	YES
python	long	YES
dolphin	smooth	YES
panther	xanthic	NO
peacock	large	NO
lime	green	YES
lemon	yellow	YES
garlic	smelly	NO
bomb	nuclear	NO
raisin	brown	NO
rice	small	YES
blackbird	white	NO
crocodile	large	YES
starling	small	YES
board	wise	NO
walrus	large	YES
table	flat	YES
hose	green	NO
pyramid	visual	NO
pipe	smelly	YES
dress	feminine	YES
snail	slimy	YES
dagger	single	NO
mouse	cute	NO
buffalo	wounded	NO
olive	red	NO
pickle	stinking	NO
mink	brown	NO
calf	young	NO
dagger	wooden	NO
cap	warm	NO
crane	wooden	NO
pyramid	white	NO
chipmunk	fast	YES
zebra	black	YES
plum	purple	NO
gorilla	dangerous	YES
cow	black	NO
level	wrong	NO
python	dangerous	NO
giraffe	brown	NO
tuna	edible	YES
clam	vertical	NO
chipmunk	swollen	NO
cucumber	crunchy	YES
pistol	standard	NO
barrel	brown	NO
squirrel	fast	YES
banana	yellow	YES
grapefruit	nutritious	YES
chapel	quiet	YES
turnip	round	YES
trailer	large	NO
bear	dangerous	YES
whip	long	YES
cauliflower	edible	YES
sword	wonderful	NO
raisin	warm	NO
mandarin	round	YES
hamster	small	YES
peacock	colourful	YES
potato	edible	YES
corn	edible	YES
buffalo	edible	YES
rhubarb	edible	YES
piano	black	NO
buffalo	wild	NO
thermometer	round	YES
leotards	tight	YES
beets	red	NO
harpoon	long	YES
ant	strong	YES
knife	shiny	YES
blender	electrical	YES
fawn	young	YES
whistle	slow	NO
rhubarb	wild	NO
bench	wooden	NO
zucchini	nutritious	YES
tomahawk	sharp	YES
chipmunk	brown	NO
crown	expensive	NO
trout	edible	YES
tomato	yellow	NO
clam	edible	YES
tape	useful	YES
lamb	edible	YES
strawberry	small	NO
celery	green	YES
squirrel	brown	NO
iguana	scaly	YES
rope	braided	YES
broccoli	normal	NO
groundhog	old	NO
lamb	black	NO
bazooka	dangerous	YES
crowbar	hard	YES
medal	engraved	NO
moose	large	YES
blueberry	small	YES
owl	brown	NO
dolphin	young	NO
cucumber	green	YES
cabbage	round	YES
dagger	sharp	YES
ship	sinkable	YES
rocket	fast	YES
wall	solid	YES
cucumber	proverbial	NO
crocodile	vicious	NO
robin	smart	NO
cheetah	other	NO
sword	long	YES
caribou	brown	YES
card	colourful	YES
microwave	passive	NO
ox	young	NO
plum	red	NO
potato	nutritious	YES
bomb	destructive	YES
brick	red	NO
whale	endangered	NO
apple	crunchy	NO
raisin	black	NO
pig	edible	YES
oven	dangerous	NO
barrel	round	YES
celery	stringy	YES
sandals	brown	NO
pheasant	wild	NO
tank	bulletproof	YES
hare	brown	NO
pistol	heavy	NO
crocodile	long	YES
pig	pink	NO
peach	soft	NO
mixer	electrical	NO
fawn	white	NO
tray	flat	YES
wheel	invented	YES
thimble	silver	NO
board	brown	YES
card	humorous	NO
toad	brown	NO
rabbit	furry	YES
beetle	black	NO
salmon	wild	NO
crowbar	long	NO
bowl	curved	YES
yacht	large	NO
pajamas	comfortable	YES
salmon	edible	YES
helicopter	unmanned	NO
raspberry	red	NO
pelican	large	YES
avocado	soft	NO
dishwasher	electrical	YES
pineapple	tropical	YES
fawn	soft	YES
subway	efficient	NO
crocodile	green	NO
orange	yellow	NO
sword	twoedged	NO
dagger	dangerous	YES
cushion	round	NO
chipmunk	small	YES
bus	crowded	NO
turkey	domestic	NO
pearl	smooth	YES
sledgehammer	simplistic	NO
rhubarb	crunchy	YES
shotgun	second	NO
motorcycle	loud	YES
tuba	unused	NO
cod	young	NO
apple	round	YES
elk	fast	YES
certificate	yearly	NO
dandelion	fluffy	YES
pig	fat	NO
limousine	large	YES
jeans	comfortable	NO
blueberry	juicy	YES
snail	small	YES
rocket	expensive	NO
prune	dark	YES
ant	black	NO
chapel	wooden	NO
grenade	unexploded	NO
banana	round	NO
zucchini	grilled	NO
cello	principal	NO
toaster	Electric	NO
tuba	gold	NO
deer	fast	YES
beaver	furry	YES
strawberry	red	YES
mink	expensive	YES
saucer	round	YES
pearl	shiny	YES
tiger	orange	YES
pine	warm	NO
tomato	round	YES
rabbit	young	NO
crow	large	NO
prune	juicy	NO
oak	young	NO
tangerine	small	NO
missile	single	NO
ball	wrong	NO
hose	long	YES
ring	cheap	NO
dandelion	annoying	NO
cockroach	large	NO
bomb	lethal	YES
tack	wrong	NO
gorilla	long	NO
mole	brown	NO
stork	large	YES
nectarine	round	YES
flute	long	NO
drum	vertical	NO
deer	timid	NO
crow	black	YES
crane	yellow	NO
sword	shiny	YES
raccoon	black	NO
walnut	hard	YES
canoe	long	YES
sled	fun	YES
pig	smelly	YES
orange	bright	NO
fridge	white	NO
gorilla	violent	NO
cedar	green	YES
beans	edible	YES
couch	heavy	YES
pyramid	old	YES
missile	underwater	NO
tomato	red	YES
radish	round	YES
nectarine	orange	NO
jacket	warm	YES
turtle	hard	YES
stove	hot	YES
leotards	stretchy	YES
skunk	black	YES
peach	furry	YES
cucumber	small	NO
ox	brown	NO
lobster	edible	YES
trumpet	shiny	YES
cage	restricting	YES
pyramid	triangular	YES
plum	yellow	NO
mandarin	orange	YES
hawk	white	NO
tangerine	fresh	NO
tangerine	sour	NO
duck	young	NO
parsley	remaining	NO
jeans	durable	YES
cow	brown	NO
wheel	round	YES
stereo	loud	NO
peacock	beautiful	YES
canoe	tiny	NO
shack	wooden	NO
snail	wooden	NO
spinach	nutritious	YES
clock	electrical	NO
bazooka	essential	NO
stork	white	NO
raven	black	YES
garage	wrong	NO
sardine	small	YES
crane	heavy	YES
earmuffs	round	YES
elephant	grey	NO
wand	black	NO
trout	smelly	NO
lemon	juicy	YES
bat	long	YES
sparrow	single	NO
garlic	wild	NO
plum	edible	YES
pipe	hollow	YES
strainer	round	YES
dolphin	trainable	YES
axe	same	NO
cougar	vicious	NO
lobster	red	NO
tie	businesslike	YES
hose	tight	YES
stereo	electronic	YES
surfboard	long	YES
coconut	brown	NO
sardine	edible	YES
oven	hot	YES
spatula	long	NO
crocodile	dangerous	YES
pliers	special	NO
radio	popular	NO
lamp	bright	NO
salmon	young	NO
hyena	furry	YES
pipe	round	YES
marble	small	YES
sardine	smelly	YES
deer	young	NO
skyscraper	vast	NO
zucchini	green	YES
carrot	white	NO
magazine	smooth	YES
asparagus	little	NO
lettuce	crunchy	YES
revolver	black	NO
seaweed	green	YES
radish	yielding	NO
trailer	mobile	YES
peach	round	YES
cherry	round	YES
ox	large	YES
bazooka	loud	YES
limousine	expensive	YES
wheel	zodiacal	NO
harmonica	passionate	NO
parakeet	tropical	YES
board	black	YES
baton	long	NO
bin	emptied	YES
bed	warm	YES
gun	black	NO
pickle	round	YES
mink	American	NO
shell	hard	YES
lime	white	NO
saucer	breakable	YES
leopard	fast	YES
bench	long	YES
blueberry	reserved	NO
crane	whole	NO
cheetah	fast	YES
pumpkin	large	NO
marble	hard	YES
leopard	large	YES
partridge	edible	YES
buzzard	ugly	YES
salmon	pink	YES
robe	soft	YES
spear	primitive	YES
crayon	thick	NO
mink	single	NO
coconut	small	NO
vine	weedy	NO
honeydew	expensive	NO
pineapple	Hawaiian	NO
hamster	soft	YES
shelves	whole	NO
emerald	precious	NO
cushion	small	NO
bowl	wide	NO
bin	hollow	YES
parsley	little	NO
apple	delicious	NO
pin	sharp	YES
garlic	small	YES
seaweed	smelly	YES
pickle	crunchy	YES
plum	juicy	YES
oak	white	NO
toilet	wrong	NO
skunk	small	NO
canoe	thin	YES
lion	young	NO
housefly	small	YES
vulture	bald	NO
cucumber	warm	NO
tape	clear	YES
rock	hard	YES
rock	heavy	NO
coyote	furry	YES
leopard	wild	NO
iguana	young	NO
spinach	healthy	YES
parka	warm	YES
potato	wild	NO
pen	round	YES
wheelbarrow	useful	YES
grapefruit	white	NO
prune	purple	NO
trombone	gold	NO
caterpillar	small	YES
fridge	heavy	YES
pliers	useful	YES
bathtub	large	YES
whistle	small	YES
marble	white	NO
chipmunk	white	NO
biscuit	round	NO
asparagus	healthy	YES
microwave	modern	YES
groundhog	brown	YES
cigarette	round	YES
bullet	fast	YES
yam	orange	NO
hoe	wooden	NO
cucumber	edible	YES
tie	long	YES
buzzard	black	NO
tiger	young	NO
cheetah	wild	NO
hut	small	YES
bag	useful	YES
spatula	flat	YES
raven	white	NO
pyramid	whole	NO
house	expensive	NO
tank	large	NO
umbrella	round	YES
raspberry	small	YES
fan	electrical	YES
ruler	straight	YES
elk	furry	YES
mirror	breakable	YES
machete	long	YES
bread	nutritious	NO
banana	whole	NO
tape	long	YES
limousine	long	YES
cigar	brown	YES
fawn	warm	NO
harpoon	own	NO
fridge	large	NO
pen	blue	NO
grapefruit	juicy	YES
bucket	yellow	NO
asparagus	green	YES
mink	wild	NO
celery	red	NO
asparagus	edible	YES
scissors	dangerous	NO
olive	edible	YES
mole	furry	NO
bison	endangered	YES
chicken	edible	YES
typewriter	heavy	YES
strawberry	soft	NO
cockroach	black	NO
motorcycle	fast	NO
mixer	loud	YES
sofa	yellow	NO
armour	heavy	NO
limousine	vintage	NO
bomb	dangerous	YES
microwave	fast	YES
jet	loud	YES
brick	hard	YES
motorcycle	fun	YES
hamster	wild	NO
turnip	edible	YES
truck	large	NO
sledgehammer	monumental	NO
shelves	flat	YES
cabbage	green	NO
hyena	vast	NO
whip	black	NO
grape	juicy	NO
helicopter	loud	YES
goldfish	small	YES
freezer	upstairs	NO
pipe	unused	NO
caribou	ultramarine	NO
magazine	yearly	NO
whistle	loud	YES
subway	electrical	YES
tie	winnable	NO
harpoon	sharp	YES
cheese	edible	YES
robe	long	NO
surfboard	small	NO
lime	citrus	YES
anchor	large	NO
football	brown	YES
rhubarb	long	YES
rock	grey	NO
brick	white	NO
parka	down	NO
cedar	tall	YES
pineapple	prickly	YES
canary	yellow	NO
woodpecker	woody	NO
guppy	small	YES
pine	green	YES
lettuce	nutritious	NO
celery	crunchy	YES
pumpkin	round	YES
toaster	electric	NO
axe	dangerous	YES
ambulance	loud	YES
grape	purple	NO
sardine	tinned	NO
snail	slow	YES
deer	edible	YES
mackerel	edible	YES
medal	round	YES
honeydew	green	NO
dresser	large	YES
robin	common	YES
gorilla	large	YES
saucer	flat	NO
prune	succulent	NO
pine	tall	YES
bathtub	specific	NO
raisin	dried	YES
cherry	wild	NO
pickle	green	YES
chipmunk	cute	YES
couch	comfortable	NO
bull	male	YES
cauliflower	pickled	NO
shell	worn	NO
pencil	mechanical	NO
tape	transparent	YES
bag	wrong	NO
limousine	luxurious	YES
iguana	green	NO
crowbar	heavy	YES
rabbit	wooden	NO
stereo	expensive	NO
oak	strong	YES
sandpaper	rough	YES
saxophone	shiny	YES
table	round	NO
pineapple	fresh	NO
squid	edible	YES
bison	wild	NO
coconut	round	YES
ruler	metric	NO
tomato	edible	YES
crane	powerful	YES
pineapple	yellow	YES
house	warm	YES
cauliflower	white	YES
bayonet	heavy	NO
iguana	slimy	YES
carrot	nutritious	YES
fawn	edible	YES
bookcase	large	YES
cigarette	usual	NO
blueberry	blue	YES
racquet	own	NO
cigar	smelly	YES
fawn	fast	NO
seal	smooth	YES
nectarine	juicy	YES
urn	round	YES
seal	cute	NO
sweater	knitted	NO
pajamas	white	NO
hoe	long	YES
squid	whole	NO
asparagus	simple	NO
calf	upper	NO
shell	breakable	YES
pyramid	tall	YES
skillet	round	YES
catapult	large	NO
thermometer	long	NO
butterfly	beautiful	NO
pistol	underwater	NO
peach	young	NO
brick	yellow	NO
cathedral	wonderful	NO
calf	edible	YES
wand	round	YES
lion	large	YES
gun	dangerous	YES
otter	tame	NO
bayonet	dangerous	YES
crayon	colourful	YES
tiger	ferocious	YES
cockroach	ugly	YES
gorilla	retarded	NO
pony	young	NO
rifle	unerring	NO
oak	large	YES
jar	breakable	NO
bullet	twelfth	NO
mole	small	YES
pillow	fuzzy	NO
blueberry	plump	NO
radish	crunchy	YES
cat	domestic	NO
jet	fast	YES
orange	round	YES
woodpecker	loud	YES
carrot	long	NO
raccoon	small	NO
trumpet	yellow	NO
avocado	green	YES
bouquet	wonderful	NO
cheetah	particular	NO
cigarette	white	YES
zebra	spotty	NO
microscope	expensive	NO
parakeet	colourful	NO
knife	serrated	NO
spinach	young	NO
rocket	large	NO
radish	small	YES
pearl	hard	YES
calf	small	YES
church	large	NO
pineapple	juicy	YES
bin	round	NO
turtle	green	NO
blender	loud	NO
umbrella	yellow	NO
gopher	garrulous	NO
bull	young	NO
tiger	large	YES
strawberry	juicy	NO
cake	yummy	NO
asparagus	hot	NO
shrimp	large	NO
grapefruit	whole	NO
fawn	small	YES
pyramid	unobtrusive	NO
walnut	solid	NO
drain	round	YES
peach	fuzzy	YES
peas	white	NO
subway	dirty	NO
walnut	brown	YES
toaster	electrical	YES
ruler	long	NO
housefly	fast	NO
peas	tinned	NO
pistol	useless	NO
scissors	sharp	YES
scooter	small	YES
cucumber	cool	YES
broccoli	purple	NO
grapefruit	round	YES
bureau	heavy	YES
peas	wild	NO
trombone	large	NO
honeydew	round	YES
rattlesnake	poisonous	YES
pyramid	large	YES
walnut	edible	YES
cucumber	thin	NO
pot	round	YES
church	quiet	YES
minnow	silvery	NO
blueberry	round	YES
tack	useful	YES
bluejay	pretty	YES
mandarin	small	YES
squirrel	grey	NO
limousine	white	NO
pistol	lethal	YES
cap	adjustable	YES
ox	strong	YES
ambulance	large	NO
razor	sharp	YES
squirrel	cute	YES
tie	wide	NO
earmuffs	fuzzy	NO
garlic	white	YES
tie	formal	YES
truck	heavy	YES
pin	silver	NO
beans	small	YES
sandals	open	YES
clarinet	black	NO
tape	sticky	YES
caterpillar	colourful	NO
hatchet	small	NO
freezer	cold	YES
dresser	stylish	NO
peas	nutritious	YES
scarf	colourful	YES
sleigh	ramshackle	NO
pistol	dangerous	YES
tuba	large	YES
pillow	comfortable	YES
bag	breakable	YES
bull	dangerous	NO
hose	thin	NO
robin	tame	NO
drain	unsustainable	NO
beaver	brown	YES
parsley	leafy	YES
bracelet	expensive	NO
rifle	lethal	YES
tack	silver	NO
ant	red	NO
tuba	unenclosed	NO
mink	furry	YES
baton	round	YES
parsley	fresh	NO
pearl	expensive	NO
football	wide	NO
racquet	round	YES
corn	harvested	YES
lantern	bright	NO
zebra	white	YES
cork	whole	NO
pipe	hard	YES
piano	large	YES
chicken	domestic	NO
otter	small	NO
yacht	wooden	NO
peas	round	YES
missile	expensive	NO
ship	large	NO
prune	wrinkled	YES
walrus	female	NO
bayonet	standard	NO
ring	round	YES
cello	large	YES
raccoon	nocturnal	YES
shawl	knitted	NO
cottage	wooden	NO
cigar	large	NO
train	fast	NO
peach	edible	YES
tape	yellow	NO
microwave	upstart	NO
dolphin	sleek	YES
finch	yellow	NO
cigarette	addictive	YES
hose	transparent	NO
scarf	fashionable	NO
peach	whole	NO
certificate	rectangular	YES
cannon	black	NO
spear	dangerous	YES
bench	hard	YES
cabin	cozy	YES
mink	black	NO
board	dusty	YES
tent	waterproof	YES
buffalo	furry	YES
clock	round	YES
brick	rectangular	YES
napkin	square	YES
celery	organic	NO
yacht	luxurious	YES
vulture	large	YES
rattlesnake	scary	NO
coconut	empty	NO
caribou	large	YES
deer	brown	YES
turtle	slow	YES
plate	breakable	YES
squid	slimy	YES
nectarine	sweet	NO
grasshopper	sick	NO
broom	yellow	NO
bullet	unstoppable	NO
pot	wide	NO
grenade	dangerous	YES
bowl	round	YES
beets	wild	NO
beans	green	NO
rat	dirty	YES
stereo	electrical	YES
bracelet	round	YES
panther	third	NO
gorilla	furry	YES
freezer	white	YES
bathtub	hard	YES
bomb	frightening	YES
pin	vertical	NO
dagger	small	YES
shawl	warm	YES
cauliflower	purple	NO
goose	large	NO
cigarette	weird	NO
avocado	edible	YES
cap	small	YES
octopus	yellow	NO
seaweed	straggly	NO
butterfly	small	YES
harpoon	tiny	NO
stove	electrical	NO
lemon	unripe	NO
board	whole	NO
oak	virgin	NO
rabbit	small	YES
shotgun	loud	YES
dandelion	yellow	YES
prune	small	YES
hook	curved	YES
dishwasher	loud	NO
pear	edible	YES
sandpaper	gritty	YES
mandarin	wily	NO
bullet	small	YES
canary	small	YES
trombone	loud	YES
nightgown	comfortable	YES
umbrella	large	NO
orange	whole	NO
fridge	rectangular	YES
oak	tall	YES
radish	white	NO
bomb	unstoppable	NO
board	flat	YES
willow	green	YES
whistle	supplementary	NO
lamb	fluffy	NO
dresser	big	NO
raven	young	NO
blueberry	wild	NO
microwave	erratic	NO
tank	green	NO
gun	loud	YES
finch	small	YES
cigarette	smokeless	NO
garlic	young	NO
sledgehammer	long	YES
limousine	black	NO
strainer	new	NO
pan	non-stick	NO
pumpkin	orange	YES
squirrel	young	NO
parka	black	NO
ball	fun	YES
potato	brown	NO
gorilla	black	YES
rabbit	edible	YES
lobster	whole	NO
beetle	hard	YES
parsley	green	YES
mink	small	YES
dolphin	friendly	NO
cow	smelly	YES
pearl	black	NO
toad	ugly	YES
catfish	tiny	NO
buffalo	endangered	YES
camisole	comfortable	YES
sardine	tasty	NO
ostrich	large	YES
bomb	third	NO
panther	wild	YES
rabbit	wild	NO
drum	loud	YES
broom	long	YES
grater	sharp	YES
board	large	YES
drum	unstruck	NO
surfboard	suitable	NO
ambulance	fast	YES
rooster	red	NO
elk	brown	YES
pelican	white	NO
typewriter	electronic	NO
plum	wild	NO
coyote	wild	NO
cherry	whole	NO
subway	underground	YES
pyramid	ancient	YES
potato	inexpensive	YES
snail	tiny	NO
train	loud	YES
fridge	cold	NO
lantern	old-fashioned	YES
bison	large	YES
elk	prime	NO
harp	wild	NO
banana	green	NO
bench	wide	NO
pin	thin	YES
plum	round	YES
tangerine	round	YES
sword	virtual	NO
door	wrong	NO
grasshopper	small	YES
pickle	edible	YES
razor	electrical	NO
grapefruit	edible	YES
perch	edible	YES
tent	wooden	NO
pearl	round	YES
beets	round	YES
strawberry	picked	YES
lemon	sweet	NO
toaster	hot	YES
eggplant	purple	YES
bouquet	virtual	NO
tractor	slow	YES
pine	prickly	YES
mink	fast	YES
yacht	expensive	YES
swan	graceful	NO
moth	small	YES
spinach	edible	YES
plate	white	NO
tomato	green	NO
buffalo	brown	NO
coconut	hard	YES
ostrich	ugly	NO
spear	sharp	YES
tack	shiny	NO
gown	long	YES
gorilla	virtual	NO
